,fried4_std,partial_dependence,Percentile_0,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_99
0,-1.7301329627036222,0.2456171454683441,0.004033391413895748,0.09069941228405966,0.1586799464315455,0.1989242485662824,0.12374550820634307,0.25744941236606617,0.10675102847502856,0.2016671504316103,0.2958858560295854,0.36640194547574717,0.7385804434096399
1,-1.557029011088031,0.2554612848071226,0.005059542450391328,0.09684117923146299,0.16884277146769838,0.21340415033233626,0.12968617616773778,0.2798543419553441,0.11322024737192023,0.23742478996033292,0.30858073341336545,0.3847045257008679,0.7436980873352098
2,-1.3839250594724397,0.27016347423874987,0.005844882158843299,0.10170475221320649,0.17137033595570228,0.24471501003337445,0.14629593730889529,0.3049865411548546,0.12675708768341687,0.2598018879726066,0.32271152214562443,0.405020289602221,0.7667471711728068
3,-1.2108211078568485,0.28561948874756354,0.006620831641856584,0.10982262037559488,0.18656466872383942,0.26223523970805135,0.1512080374202338,0.3262491010142836,0.1540085804992085,0.27829694534176064,0.3355996288002272,0.4253389074371097,0.7965665726328367
4,-1.0377171562412573,0.30277417427423914,0.007151162093145645,0.11228637932347132,0.20166224052320295,0.277910090532508,0.16639593295933922,0.35294503535098376,0.1626294068108871,0.297334405532893,0.3527830230648448,0.4486481311815372,0.8525722104673086
5,-0.864613204625666,0.3319355833279991,0.007900707477062063,0.12234558212018518,0.2383873610096032,0.28931147442637883,0.1841163642078585,0.4029106472369936,0.18799526663477542,0.33211273890659593,0.40874009656175614,0.49165702523012755,0.8922231638030811
6,-0.6915092530100748,0.3643125169341157,0.010130970990185393,0.14473324662231374,0.2542401163490778,0.33823871578468434,0.2188939643887619,0.4394306954301916,0.20835081897809543,0.3677123429173497,0.43419719947858704,0.5201940731574131,0.9048481904540941
7,-0.5184053013944836,0.4013234108910604,0.013604020810340704,0.16539566142453077,0.28632384822921625,0.37576233736842585,0.23556295178154088,0.500354177204106,0.27500063870275465,0.4181565298677346,0.49931337964689965,0.574928611664695,0.9206362697378695
8,-0.3453013497788924,0.43237468054939765,0.01710438331631936,0.17142486010054755,0.3006810732135215,0.41583372721034345,0.2618464190462869,0.547321733190344,0.3018469589368026,0.46458262244705456,0.5324378452703195,0.6092104472303971,0.9294904221062765
9,-0.17219739816330115,0.45061066432160807,0.021364246878253095,0.18430741128680583,0.31809838305018723,0.44093343948061425,0.27786004522087826,0.5706613104805581,0.31297444633063864,0.49092614592838285,0.5507357018598704,0.6336084958941284,0.9376425881814854
10,0.0009065534522900709,0.4849056775557632,0.026602494212420964,0.21046856108977782,0.3460168781526677,0.4652615413073645,0.30345792468210697,0.6081734258026201,0.3430464106051232,0.5264566899644434,0.6157297515078635,0.6739331549700288,0.948483011240085
11,0.1740105050678813,0.5413832433449869,0.036958355588165924,0.28040595176619537,0.4362515880897247,0.5445501012871468,0.34930621918889637,0.6624545361719133,0.43612584990043274,0.5827559871723359,0.6735908395278016,0.7334945217635105,0.9624832833935951
12,0.3471144566834725,0.5734016123600848,0.04611089917746756,0.306873834230875,0.4986828231608845,0.5755117569660955,0.4202653014121808,0.6856936703383508,0.4594362694747338,0.6073163411726199,0.6885430507753835,0.7478334536264001,0.9705029116434768
13,0.5202184082990635,0.6022720459342771,0.05220927024845946,0.32716414729177073,0.5477349014339478,0.6049348819155428,0.4543982598366764,0.7122674307058359,0.4998205594200144,0.6338077392161174,0.7204929593349143,0.7704213207149655,0.9747274161589771
14,0.693322359914655,0.6241292460417283,0.06411054506208498,0.3527772044376392,0.5724412772125955,0.622883363361812,0.48015248477154926,0.7475412577326201,0.54178658025739,0.6597679540056474,0.7459202311512372,0.796254483817631,0.9785555297949883
15,0.8664263115302464,0.6702736099769919,0.10348989093747982,0.39469774993069,0.6098954523766669,0.6592905871818658,0.5581355774289859,0.7811676465226516,0.57650104349222,0.6969714149373486,0.8005340193939566,0.8339908537823179,0.9860075115089143
16,1.0395302631458374,0.6815303147515277,0.10696456708708833,0.40113966738589846,0.6186095982431293,0.6825674999799719,0.5699502927957077,0.794019693583656,0.5851228833813136,0.7095063168708858,0.8093560191191049,0.840565271799669,0.9885696896616627
17,1.2126342147614284,0.713516310797939,0.13636878724684387,0.4596371558284359,0.6362016301461318,0.7113428795167809,0.5965665814073378,0.8101007815717772,0.6126202849116302,0.7381920106208719,0.832259611348233,0.858648619241357,0.9903365556567775
18,1.3857381663770199,0.7314115019462751,0.1458544828503111,0.5015668481756473,0.6517675944448961,0.7284745118239753,0.6206838444153492,0.8222291160201477,0.6503017150053119,0.7578644769722637,0.8512561470121844,0.8702662047797024,0.9910259164011503
19,1.5588421179926113,0.7442474916422038,0.14939185337778296,0.514460468567059,0.6746029281047182,0.7395836847256688,0.6604534127888354,0.848538279865777,0.6730768679883226,0.7677404424213057,0.8602857718120864,0.8781351455423708,0.9933183249400427
