,loan_to_value_ratio_std,partial_dependence,Percentile_0,Percentile_10,Percentile_20,Percentile_30,Percentile_40,Percentile_50,Percentile_60,Percentile_70,Percentile_80,Percentile_90,Percentile_99
0,-3.4586567959595325,0.009682811293778319,0.001136839656428059,0.003748961434576664,0.006537111616565507,0.004339681533527614,0.003281021926267689,0.015155219272736496,0.007268270695287753,0.008477312545602283,0.008990375349699457,0.00931638497535741,0.6309142233553853
1,-1.3978325320148275,0.016918604808563956,0.010690384091741932,0.005034309303546596,0.009513913514953473,0.006012858786852361,0.004820363318663445,0.045743011612372105,0.010340177807214175,0.012469340535651897,0.012938371584471359,0.027256093635459666,0.8799138761594576
2,0.6629917319298775,0.16534051097432162,0.16338197255294665,0.02315433945464898,0.2836904172023207,0.0934987569254034,0.06156162571231541,0.35288303383753067,0.09207430102037027,0.1447063998180617,0.18988165021701348,0.24216693704581777,0.9959216714243981
3,2.723815995874583,0.39000916225849286,0.22349894600203962,0.03418984521796008,0.5198820226501409,0.3735573085467127,0.20402781931216668,0.6705168405233617,0.4362434678589918,0.3089166355464762,0.4817392790066225,0.6183765192845964,0.9988996994071908
4,4.784640259819287,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
5,6.845464523763992,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
6,8.906288787708698,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
7,10.967113051653403,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
8,13.027937315598107,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
9,15.088761579542814,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
10,17.149585843487515,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
11,19.210410107432224,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
12,21.271234371376927,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
13,23.33205863532163,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
14,25.39288289926634,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
15,27.453707163211043,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
16,29.514531427155745,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
17,31.575355691100448,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
18,33.63617995504516,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
19,35.69700421898986,0.40379996003654983,0.22349894600203962,0.03418984521796008,0.5490980355275533,0.40142554191234325,0.2237663966331565,0.6705168405233617,0.4653145579273041,0.33453779111136944,0.5110935848020669,0.6183765192845964,0.9988996994071908
